dt,pfr,"Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т"
2017-12-18 00:00:00,31800,320,15321,13918,14768,70,7600.0,110.0,317,295,350,355,13632,76.5,15850,13605,355,2150.0,2740.0,20000,3780.0,15024,352
2017-12-25 00:00:00,34600,333,15297,14052,14722,74,7600.0,112.0,335,315,355,380,13502,80.0,15850,13567,360,2150.0,2740.0,20000,3780.0,14803,360
2018-01-01 00:00:00,35600,335,15154,14322,14666,73,7600.0,112.0,340,320,360,385,13606,79.5,15850,13550,365,2150.0,2740.0,20000,3780.0,14844,365
2018-01-08 00:00:00,35600,340,14898,14088,14478,76,8000.0,113.0,345,320,360,390,13583,79.5,15750,13424,365,1765.0,3350.0,20300,4250.0,14727,370
2018-01-15 00:00:00,35600,340,14887,14081,14604,79,8000.0,114.5,345,325,380,380,13598,81.5,15750,13461,380,1765.0,3350.0,20300,4875.0,14888,372
2018-01-22 00:00:00,35300,330,14846,14367,14700,76,8000.0,111.5,338,317,380,380,13641,78.5,15750,13544,380,1765.0,3350.0,20300,4875.0,14965,360
2018-01-29 00:00:00,34500,325,15065,14359,14810,75,8000.0,110.5,330,312,370,360,13594,77.5,15750,13498,365,1765.0,3350.0,20300,4875.0,14927,353
2018-02-05 00:00:00,33700,317,14993,14347,15065,72,8237.5,110.5,318,300,370,360,13917,75.0,15425,13826,370,2475.0,3575.0,20550,5075.0,15211,348
2018-02-12 00:00:00,34000,317,14826,14166,15431,76,8237.5,112.5,320,300,370,350,13967,78.0,15425,14201,365,2475.0,3575.0,20550,5075.0,15139,348
2018-02-19 00:00:00,33900,322,14967,14583,15618,78,8237.5,113.5,325,303,360,350,14272,79.0,15425,14413,360,2475.0,3575.0,20550,5075.0,15390,353
2018-02-26 00:00:00,32700,320,15240,14657,15976,78,8237.5,113.5,335,305,373,375,14739,79.0,15425,14665,365,2475.0,3575.0,20550,5075.0,15580,358
2018-03-05 00:00:00,32900,326,15496,14965,16356,79,8237.5,113.5,337,315,375,385,15040,80.0,15275,15231,370,2475.0,3675.0,20550,5045.0,15836,364
2018-03-12 00:00:00,33300,335,15536,15567,16731,73,8237.5,111.0,350,325,380,400,15040,77.0,15275,15612,380,2475.0,3675.0,20550,5045.0,16001,375
2018-03-19 00:00:00,33600,335,16989,15440,17007,70,8237.5,108.5,350,325,390,405,15271,75.5,15275,15775,395,2475.0,3675.0,20550,5045.0,16421,374
2018-03-26 00:00:00,34800,333,17904,15583,17211,67,8237.5,105.5,350,323,395,405,15404,74.0,15275,16100,395,2475.0,3675.0,20550,5045.0,16692,370
2018-04-02 00:00:00,36100,333,18226,15729,17710,64,8237.5,102.0,350,322,395,395,16012,63.0,15275,16612,397,2475.0,3675.0,20550,5045.0,16921,366
2018-04-09 00:00:00,36100,330,18965,15925,17974,64,8087.5,102.0,345,317,395,375,16221,63.0,15075,17000,397,2525.0,3685.0,20750,5040.0,17321,356
2018-04-16 00:00:00,35900,329,18828,15954,17992,65,8087.5,102.0,343,314,395,375,16346,63.0,15075,16988,397,2525.0,3685.0,20750,5040.0,17409,354
2018-04-23 00:00:00,35900,320,18827,16016,17939,66,8087.5,104.0,330,303,390,375,16544,63.5,15075,17036,395,2525.0,3685.0,20750,5040.0,17567,345
2018-04-30 00:00:00,36400,325,18772,16159,17862,67,8087.5,105.0,335,308,385,360,16374,64.0,15075,16988,390,2525.0,3685.0,20750,5040.0,17628,350
2018-05-07 00:00:00,37900,325,18781,16135,17790,66,8087.5,104.0,327,314,385,360,16330,64.5,14675,16856,385,2625.0,3350.0,21250,4525.0,17642,354
2018-05-14 00:00:00,37700,325,18581,16218,17681,67,8087.5,105.0,327,314,390,365,16412,65.0,14675,16787,385,2625.0,3350.0,21250,4525.0,17623,358
2018-05-21 00:00:00,37900,318,18147,16191,17703,67,8087.5,105.0,327,310,395,365,16395,65.0,14675,16674,390,2625.0,3350.0,21250,4525.0,17570,349
2018-05-28 00:00:00,37900,312,17797,16155,17678,64,8087.5,102.0,327,303,398,365,16394,63.5,14675,16597,390,2625.0,3350.0,21250,4525.0,17518,341
2018-06-04 00:00:00,37600,305,17669,16170,17702,64,8087.5,102.0,320,295,398,360,16468,63.5,14675,16544,390,2625.0,3350.0,21250,4525.0,17571,333
2018-06-11 00:00:00,37400,312,17475,16432,17499,65,8087.5,107.5,320,308,398,355,16515,64.5,13875,16362,390,1925.0,3525.0,21250,4850.0,17543,340
2018-06-18 00:00:00,37400,320,17846,16604,17479,66,8087.5,108.5,325,320,395,357,16337,65.0,13875,16346,390,1925.0,3525.0,21250,4850.0,17369,348
2018-06-25 00:00:00,37100,326,17994,16492,17279,64,8087.5,106.5,333,325,397,357,16180,64.0,13875,16108,393,1925.0,3525.0,21250,4850.0,17325,354
2018-07-02 00:00:00,37100,326,17826,16331,17161,64,8087.5,109.5,333,324,397,357,15945,64.0,13875,15923,393,1925.0,3525.0,21250,4850.0,17195,354
2018-07-09 00:00:00,37200,323,18064,16070,17153,63,8000.0,110.5,333,321,400,357,15922,63.5,13500,15963,400,2785.0,3275.0,23000,5000.0,17273,350
2018-07-16 00:00:00,37800,314,18071,16424,17428,63,8000.0,110.5,323,311,395,357,16101,63.5,13500,16200,400,2785.0,3275.0,23000,5000.0,17405,341
2018-07-23 00:00:00,37500,312,18134,16531,17657,64,8000.0,114.0,323,305,390,355,16133,64.0,13500,16413,395,2785.0,3275.0,23000,5000.0,17443,339
2018-07-30 00:00:00,37500,309,18380,16630,17752,67,8000.0,117.0,320,298,390,355,16194,65.5,13500,16515,395,2785.0,3275.0,23000,5000.0,17473,335
2018-08-06 00:00:00,39400,305,18412,16711,17956,67,8000.0,117.0,317,303,385,350,16283,65.0,13425,16721,395,2750.0,3585.0,23000,4987.5,17546,330
2018-08-13 00:00:00,39650,299,18665,16881,18143,69,8000.0,119.0,305,288,385,350,16515,67.0,13425,16914,390,2750.0,3585.0,23000,4987.5,17588,323
2018-08-20 00:00:00,40750,287,18747,16935,18228,68,8000.0,118.0,287,263,375,350,16773,66.0,13425,16967,380,2750.0,3585.0,23000,4987.5,17649,310
2018-08-27 00:00:00,43100,274,18675,16914,18522,67,8000.0,118.0,279,279,375,350,16810,66.0,13425,17247,377,2750.0,3585.0,23000,4987.5,17663,297
2018-09-03 00:00:00,48700,285,18833,17490,18821,66,8000.0,122.5,285,284,375,343,17329,65.0,13425,17608,377,2750.0,3585.0,23000,4987.5,18397,310
2018-09-10 00:00:00,48850,295,19051,17636,19185,67,7950.0,125.0,295,284,370,343,17601,58.0,13550,17924,375,2985.0,3850.0,23000,6075.0,18508,317
2018-09-17 00:00:00,48350,295,19289,17737,19615,69,7950.0,126.0,297,292,370,343,17962,59.0,13550,18322,373,2985.0,3850.0,23000,6075.0,18833,319
2018-09-24 00:00:00,44600,300,19542,17768,19773,69,7950.0,126.0,297,292,370,343,18212,59.0,13550,18517,373,2985.0,3850.0,23000,6075.0,18994,324
2018-10-01 00:00:00,42600,296,19529,17783,19870,69,7950.0,126.0,296,292,365,355,18222,59.0,13550,18596,370,2985.0,3850.0,23000,6075.0,19016,321
2018-10-08 00:00:00,41500,300,19477,17906,19853,70,7950.0,121.0,299,292,360,360,18304,60.0,13225,18596,366,3140.0,4150.0,23750,6475.0,18987,325
2018-10-15 00:00:00,40800,303,19496,17983,19794,71,7950.0,119.0,303,293,360,360,18271,60.5,13225,18594,365,3140.0,4150.0,23750,6475.0,19007,328
2018-10-22 00:00:00,39700,301,19509,17900,19731,73,7950.0,116.0,304,295,360,360,18245,60.5,13225,18465,365,3140.0,4150.0,23750,6475.0,19020,328
2018-10-29 00:00:00,39500,303,19607,17965,19677,76,7950.0,106.0,305,297,355,357,18048,60.5,13225,18401,364,3140.0,4150.0,23750,6475.0,18894,331
2018-11-05 00:00:00,38800,306,19495,17937,19243,75,7950.0,106.0,315,297,350,357,18062,61.0,13375,17969,364,3160.0,4280.0,22750,6400.0,19000,337
2018-11-12 00:00:00,38300,310,19135,17792,18834,75,7950.0,106.0,315,305,350,357,17624,61.0,13375,17748,364,3160.0,4280.0,22750,6400.0,18718,338
2018-11-19 00:00:00,38000,308,18630,17406,18308,75,7950.0,100.0,313,306,350,352,17113,61.0,13375,17158,364,3160.0,4280.0,22750,6400.0,18294,336
2018-11-26 00:00:00,37600,304,18130,17247,17830,73,7950.0,96.0,310,292,350,347,16588,59.0,13375,16667,364,3160.0,4280.0,22750,6400.0,17864,329
2018-12-03 00:00:00,37600,295,17631,16766,17333,65,7950.0,87.0,307,286,350,336,16123,55.0,13375,16142,364,3160.0,4280.0,22750,6400.0,17434,318
2018-12-10 00:00:00,37300,278,17068,16774,16881,67,7950.0,87.0,289,276,350,332,15754,58.0,13375,15632,360,3350.0,4550.0,22750,6750.0,17120,309
2018-12-17 00:00:00,37000,278,17345,17160,16698,68,7950.0,87.0,280,275,345,322,15150,58.0,13375,15444,355,3350.0,4550.0,22750,6750.0,16458,301
2018-12-24 00:00:00,36700,271,17312,17172,16810,71,7950.0,88.5,269,255,345,323,15326,59.0,13375,15545,350,3350.0,4550.0,22750,6750.0,16414,292
2018-12-31 00:00:00,36000,265,17242,17056,16899,72,7950.0,88.5,269,252,340,315,15405,59.0,13375,15548,345,3350.0,4550.0,22750,6750.0,16535,290
2019-01-07 00:00:00,36000,255,16649,16932,16848,72,7950.0,88.5,259,245,340,310,15305,59.0,13450,15531,345,3035.0,4135.0,22525,6425.0,16513,280
2019-01-14 00:00:00,35700,255,16498,17170,16937,75,7950.0,88.5,260,235,335,310,15356,61.5,13450,15523,337,3035.0,4135.0,22525,6425.0,16568,277
2019-01-21 00:00:00,35300,270,16455,16684,16858,75,7950.0,88.5,269,246,330,301,15243,61.5,13450,15489,325,3035.0,4135.0,22525,6425.0,16496,285
2019-01-28 00:00:00,34000,270,16748,16520,16927,75,7950.0,88.5,273,262,325,301,15266,61.5,13450,15505,325,3035.0,4135.0,22525,6425.0,16529,295
2019-02-04 00:00:00,33800,291,18261,16773,17458,83,7950.0,91.5,295,283,315,322,15912,69.5,13450,16136,325,3035.0,4135.0,22525,6425.0,16787,309
2019-02-11 00:00:00,34550,305,18567,16780,17817,91,7700.0,100.5,315,290,330,327,16196,77.5,13625,16556,330,3300.0,4565.0,22525,7175.0,17406,329
2019-02-18 00:00:00,36000,303,18541,16842,17948,88,7700.0,100.5,316,293,335,327,16600,75.5,13625,16700,332,3300.0,4565.0,22525,7175.0,17699,327
2019-02-25 00:00:00,37700,295,19142,16898,18686,88,7700.0,100.5,316,285,335,330,17442,75.5,13625,17486,343,3300.0,4565.0,22525,7175.0,18291,320
2019-03-04 00:00:00,40200,285,20030,17333,18848,85,7700.0,97.5,300,275,335,325,17967,72.5,13625,18094,345,3300.0,4565.0,22525,7175.0,18852,310
2019-03-11 00:00:00,40200,293,20701,18006,19328,87,7700.0,95.0,302,287,347,335,18920,74.5,13550,18587,345,3765.0,5000.0,23025,7760.0,19808,320
2019-03-18 00:00:00,39900,295,20774,18119,19902,85,7700.0,94.0,305,287,347,340,18915,73.5,13550,19010,350,3765.0,5000.0,23025,7760.0,19902,323
2019-03-25 00:00:00,39400,295,20741,18421,19600,86,7700.0,94.0,305,287,347,345,18922,74.5,13550,18545,345,3765.0,5000.0,23025,7760.0,19961,323
2019-04-01 00:00:00,39300,292,20442,18699,19208,85,7700.0,93.0,302,287,347,340,18494,74.5,13550,18241,355,3765.0,5000.0,23025,7760.0,19560,319
2019-04-08 00:00:00,39500,287,19304,18208,18445,91,7700.0,93.0,296,282,347,335,17493,81.0,13700,17151,350,3792.5,5100.0,22200,7805.0,19078,313
2019-04-15 00:00:00,39500,280,18955,17972,18201,95,7700.0,99.0,288,275,347,335,16886,85.5,13700,16903,355,3792.5,5100.0,22200,7805.0,18488,306
2019-04-22 00:00:00,39300,287,17491,17523,16985,93,7700.0,98.0,293,282,335,335,16234,84.0,13700,15685,350,3792.5,5100.0,22200,7805.0,17751,312
2019-04-29 00:00:00,39300,285,16696,17174,16652,93,7700.0,98.0,290,280,330,315,16141,84.0,13700,15349,350,3792.5,5100.0,22200,7805.0,17602,310
2019-05-06 00:00:00,39300,275,16724,16760,16530,94,7700.0,99.0,286,267,330,315,16132,85.0,13700,15287,337,3900.0,4975.0,21950,7890.0,17360,303
2019-05-13 00:00:00,40300,265,16045,16530,16116,95,7700.0,102.0,275,260,330,310,15699,85.0,13700,14933,337,3900.0,4975.0,21950,7890.0,16972,290
2019-05-20 00:00:00,40000,269,15682,16563,16074,96,7700.0,108.0,279,258,330,305,15236,86.0,13700,14867,335,3900.0,4975.0,21950,7890.0,16812,294
2019-05-27 00:00:00,40200,285,15669,16108,16044,103,7700.0,108.0,292,275,330,305,14890,95.0,13700,14811,337,3900.0,4975.0,21950,7890.0,16438,310
2019-06-03 00:00:00,40200,280,15554,15793,15921,103,7700.0,109.0,290,272,330,310,14391,95.0,13700,14686,335,3900.0,4975.0,21950,7890.0,16118,303
2019-06-10 00:00:00,40300,282,15391,15500,15636,99,7700.0,110.0,290,273,330,311,14449,92.5,13700,14176,333,3690.0,5225.0,21950,7425.0,16094,298
2019-06-17 00:00:00,41500,270,15565,15530,15632,107,7700.0,117.0,275,259,320,305,14449,99.5,13700,14097,327,3690.0,5225.0,21950,7425.0,16051,290
2019-06-24 00:00:00,40500,256,15525,15578,15636,114,7700.0,123.0,265,250,315,305,14821,106.5,13700,14371,327,3690.0,5225.0,21950,7425.0,16142,279
2019-07-01 00:00:00,40500,260,15670,15608,16431,116,7700.0,125.0,268,257,315,300,14991,108.5,13700,15299,332,3690.0,5225.0,21950,7425.0,16404,285
2019-07-08 00:00:00,40300,274,16603,15678,16626,122,6200.0,130.0,278,268,315,305,15294,116.0,12525,15474,335,3050.0,5275.0,21850,7410.0,17049,298
2019-07-15 00:00:00,39800,270,17730,15866,17132,120,6200.0,127.5,275,265,315,305,15883,114.5,12525,15935,345,3050.0,5275.0,21850,7410.0,17411,295
2019-07-22 00:00:00,39800,269,17843,15882,17509,121,6200.0,128.5,273,265,320,305,16238,115.5,12525,16282,345,3050.0,5275.0,21850,7410.0,17571,294
2019-07-29 00:00:00,40200,269,18359,15926,17591,117,6200.0,124.5,273,265,320,305,16254,111.5,12525,16320,345,3050.0,5275.0,21850,7410.0,17543,294
2019-08-05 00:00:00,40300,270,18523,15712,17521,116,6200.0,124.0,273,265,345,305,16227,110.5,12150,16334,345,3475.0,5675.0,21850,8170.0,17583,292
2019-08-12 00:00:00,39200,268,18634,15744,17370,96,6200.0,106.0,269,265,340,304,16074,90.5,12150,16266,342,3475.0,5675.0,21850,8170.0,17545,289
2019-08-19 00:00:00,38700,260,18262,15766,17177,89,6200.0,100.0,269,260,340,304,15747,83.5,12150,16078,342,3475.0,5675.0,21850,8170.0,17508,284
2019-08-26 00:00:00,38200,250,17569,15722,16854,87,6200.0,98.0,260,255,335,304,15613,81.5,12150,15756,340,3475.0,5675.0,21850,8170.0,17437,279
2019-09-02 00:00:00,37700,242,17403,15773,16883,84,6200.0,95.0,246,245,330,295,15599,78.5,12150,15686,335,3475.0,5675.0,21850,8170.0,17344,270
2019-09-09 00:00:00,36900,225,16385,15924,16311,90,6200.0,97.0,228,226,315,292,14776,84.5,12150,14959,325,3725.0,5300.0,21850,7050.0,16472,253
2019-09-16 00:00:00,36200,213,16427,15953,15958,95,6200.0,97.0,215,212,310,277,14739,88.5,12150,14702,320,3725.0,5300.0,21850,7050.0,16391,240
2019-09-23 00:00:00,35000,205,15921,15702,15813,95,6200.0,100.5,208,200,305,260,14498,88.5,12150,14403,315,3725.0,5300.0,21850,7050.0,16172,233
2019-09-30 00:00:00,34200,199,15688,15270,15198,91,6200.0,102.0,200,192,285,258,14144,85.0,12150,13765,300,3725.0,5300.0,21850,7050.0,16068,225
2019-10-07 00:00:00,33500,199,14825,14832,14905,94,5125.0,105.0,201,194,280,245,13578,88.0,11525,13447,300,2475.0,4125.0,20750,5275.0,15566,227
2019-10-14 00:00:00,33300,207,14292,14919,14432,93,5125.0,104.0,208,204,275,242,13267,87.0,11525,13274,280,2475.0,4125.0,20750,5275.0,15105,233
2019-10-21 00:00:00,33500,216,14245,14844,14326,88,5125.0,99.0,218,210,280,242,13033,82.0,11525,13166,280,2475.0,4125.0,20750,5275.0,14668,241
2019-10-28 00:00:00,33300,225,14262,14479,14252,87,5125.0,99.0,230,220,285,248,12908,82.0,11525,13172,285,2475.0,4125.0,20750,5275.0,14573,250
2019-11-04 00:00:00,33800,230,14426,12937,14110,85,5125.0,99.0,232,225,285,258,12181,79.0,11525,12878,290,2475.0,4125.0,20750,5275.0,13581,255
2019-11-11 00:00:00,33500,238,14709,13058,13839,82,5125.0,98.0,240,231,290,265,12469,78.0,11525,12702,298,2460.0,3925.0,20750,5200.0,13494,260
2019-11-18 00:00:00,32300,240,14477,12845,13893,82,5125.0,101.0,242,233,290,270,12563,78.0,11525,12713,302,2460.0,3925.0,20750,5200.0,13513,261
2019-11-25 00:00:00,32200,239,14627,12149,14167,86,5125.0,103.5,246,235,300,275,12840,82.0,11525,13100,305,2460.0,3925.0,20750,5200.0,13559,262
2019-12-02 00:00:00,31800,245,15019,12756,14373,88,5125.0,103.5,245,239,305,275,13215,84.0,11525,13370,306,2460.0,3925.0,20750,5200.0,14161,266
2019-12-09 00:00:00,31100,260,15266,13388,14614,89,5125.0,103.5,257,255,310,282,13679,84.0,11525,13563,308,2375.0,3600.0,20750,4600.0,14638,285
2019-12-16 00:00:00,30600,272,15468,13225,15274,94,5125.0,107.5,275,268,310,295,13801,89.0,11525,13941,315,2375.0,3600.0,20750,4600.0,14791,297
2019-12-23 00:00:00,31400,275,15532,13391,15385,93,5125.0,107.5,276,271,310,297,14168,88.0,11525,14059,320,2375.0,3600.0,20750,4600.0,14749,299
2019-12-30 00:00:00,32900,277,15842,13431,15907,91,5125.0,107.5,276,272,320,297,14352,86.0,11525,14606,320,2375.0,3600.0,20750,4600.0,15224,301
2020-01-06 00:00:00,32900,276,15907,13453,16047,92,5125.0,108.5,276,272,320,299,14417,87.0,11525,14626,320,2750.0,3950.0,19050,4850.0,15438,301
2020-01-13 00:00:00,33400,275,16361,14164,16626,94,4400.0,109.5,275,270,320,299,14506,89.0,10650,15066,320,2750.0,3950.0,19050,4850.0,15620,299
2020-01-20 00:00:00,32500,270,16475,14035,16876,95,4400.0,113.0,271,265,325,299,14711,90.0,10650,15470,328,2750.0,3950.0,19050,4850.0,15893,295
2020-01-27 00:00:00,32890,257,16693,13893,16845,94,4400.0,116.0,260,250,325,289,14916,89.0,10650,15556,322,2750.0,3950.0,19050,4850.0,16421,280
2020-02-03 00:00:00,33400,248,17038,13993,16833,84,4400.0,113.0,252,240,320,285,15438,80.0,10650,15530,322,2750.0,3950.0,19050,4850.0,17040,270
2020-02-10 00:00:00,32800,240,17340,14620,16684,82,4300.0,115.0,240,228,315,270,15862,78.0,11200,15392,310,2750.0,3900.0,19050,5135.0,17561,260
2020-02-17 00:00:00,32000,251,17062,14780,16908,86,4300.0,115.0,252,240,315,260,16058,82.0,11200,15454,310,2750.0,3900.0,19050,5135.0,17637,272
2020-02-24 00:00:00,31500,258,16714,14756,15983,90,4300.0,115.0,260,247,320,275,15539,86.0,11200,14937,330,2750.0,3900.0,19050,5135.0,17536,280
2020-03-02 00:00:00,32500,255,17056,14590,15608,88,4300.0,117.0,260,245,320,275,15349,84.0,11200,15025,330,2750.0,3900.0,19050,5135.0,17115,278
2020-03-09 00:00:00,33500,249,15306,14154,14832,90,4700.0,117.0,254,243,323,270,15082,86.0,11825,14061,341,2650.0,3700.0,19300,4880.0,16936,273
2020-03-16 00:00:00,34000,245,15441,14186,15153,90,4700.0,117.0,250,240,323,265,14217,86.0,11825,13672,335,2650.0,3700.0,19300,4880.0,16367,270
2020-03-23 00:00:00,35000,222,15189,13993,15266,90,4700.0,116.0,226,215,310,257,13986,86.0,11825,13896,305,2650.0,3700.0,19300,4880.0,15754,245
2020-03-30 00:00:00,35000,199,15112,13959,15124,85,4700.0,104.5,195,188,290,240,13846,81.0,11825,13758,297,2650.0,3700.0,19300,4880.0,15563,215
2020-04-06 00:00:00,34500,190,15119,13902,14716,83,4700.0,104.5,192,190,270,233,13533,79.0,11825,13464,280,2715.0,4050.0,20100,5355.0,15516,210
2020-04-13 00:00:00,34000,230,15003,13849,14683,83,4700.0,104.5,230,225,265,233,13867,79.0,11975,13324,285,2405.0,4050.0,20100,5355.0,15812,245
2020-04-20 00:00:00,33500,242,15407,13923,14833,85,4700.0,102.5,244,232,265,250,13981,81.0,11975,13414,290,2405.0,4050.0,20100,5355.0,16073,256
2020-04-27 00:00:00,33500,241,16149,14469,15546,84,4700.0,98.5,245,232,265,250,14608,80.0,11975,14229,283,2405.0,4050.0,20100,5355.0,16684,255
2020-05-04 00:00:00,33500,230,16327,14213,15853,83,4700.0,96.5,225,220,267,250,14859,79.0,11975,14625,286,2405.0,4050.0,20100,5355.0,16986,240
2020-05-11 00:00:00,33500,230,16247,14244,15923,85,4500.0,101.5,232,220,285,250,14831,81.0,11475,14627,288,2402.5,4075.0,20100,5725.0,17013,242
2020-05-18 00:00:00,33500,235,16133,14045,15705,91,4500.0,103.5,240,225,290,255,14370,86.5,11475,14370,290,2402.5,4075.0,20100,5725.0,16514,250
2020-05-25 00:00:00,33500,235,14983,13994,14946,97,4500.0,109.0,240,220,295,252,13578,92.5,11475,13642,295,2402.5,4075.0,20100,5725.0,15486,250
2020-06-01 00:00:00,33000,238,14834,13739,14631,97,4500.0,110.0,241,225,295,255,13058,92.5,11475,13257,296,2402.5,4075.0,20100,5725.0,14911,253
2020-06-08 00:00:00,33000,243,14309,13629,14467,101,4500.0,111.5,247,230,295,260,12702,96.0,9625,13091,307,2880.0,4025.0,20100,5695.0,14185,258
2020-06-15 00:00:00,33000,250,14363,13702,14523,105,4500.0,111.5,253,236,300,270,12777,98.0,9625,13162,305,2880.0,4025.0,20100,5695.0,13844,265
2020-06-22 00:00:00,33700,245,15019,13394,14771,104,4500.0,108.5,250,235,313,281,13367,96.0,9625,13613,318,2880.0,4025.0,20100,5695.0,13687,264
2020-06-29 00:00:00,34500,237,15611,13549,15210,104,4500.0,106.5,244,230,313,265,13917,96.0,9625,14018,315,2880.0,4025.0,20100,5695.0,14474,257
2020-07-06 00:00:00,34500,235,16135,13680,15502,101,4000.0,106.5,244,230,305,257,14252,92.0,8550,14232,310,2600.0,4580.0,20250,6240.0,14956,255
2020-07-13 00:00:00,35000,233,16093,13891,15694,105,4000.0,108.0,241,230,313,257,14385,95.0,8550,14462,317,2600.0,4580.0,20250,6240.0,15346,255
2020-07-20 00:00:00,35000,236,16450,14243,15809,112,4000.0,109.0,239,235,320,257,14749,99.5,8550,14664,323,2600.0,4580.0,20250,6240.0,16007,259
2020-07-27 00:00:00,35100,245,16575,14357,16100,110,4000.0,108.0,248,245,320,267,15036,97.5,8550,14979,323,2600.0,4580.0,20250,6240.0,16443,269
2020-08-03 00:00:00,35100,255,17052,14364,16548,110,4000.0,109.0,256,252,320,273,15399,97.5,8550,15362,325,2600.0,4580.0,20250,6240.0,16775,277
2020-08-10 00:00:00,35200,264,17468,14462,16807,119,4000.0,112.5,263,257,337,278,15815,105.5,8700,15826,335,2765.0,4825.0,20250,6575.0,17173,283
2020-08-17 00:00:00,35500,266,17434,14797,17205,122,4000.0,112.5,264,259,340,293,16070,108.5,8700,16267,342,2765.0,4825.0,20250,6575.0,17596,285
2020-08-24 00:00:00,36500,261,17836,15637,17550,127,4000.0,117.0,263,253,340,305,16335,113.5,8700,16626,342,2765.0,4825.0,20250,6575.0,17907,282
2020-08-31 00:00:00,37200,265,17989,15744,17534,123,4000.0,116.0,267,260,340,308,16380,111.0,8700,16583,345,2765.0,4825.0,20250,6575.0,18075,288
2020-09-07 00:00:00,37500,275,17983,16233,17520,127,4000.0,121.5,278,270,350,310,16554,114.5,9550,16595,354,3060.0,6050.0,20550,7570.0,18417,298
2020-09-14 00:00:00,37500,280,18039,16547,17869,128,4000.0,127.5,282,276,365,314,17172,114.5,9550,16887,360,3060.0,6950.0,20550,7570.0,18961,301
2020-09-21 00:00:00,38000,273,19027,16672,18270,126,4000.0,129.5,282,273,365,314,17817,112.5,9550,17320,369,3060.0,5625.0,20550,7570.0,19405,296
2020-09-28 00:00:00,38500,272,19507,17257,18706,117,4000.0,120.5,283,273,360,305,18220,103.5,9550,17687,363,2980.0,5625.0,20550,7570.0,19591,295
2020-10-05 00:00:00,39500,265,19744,17768,18923,121,4000.0,123.5,275,266,350,305,18492,107.5,9550,17962,348,3390.0,6150.0,22350,8445.0,19934,290
2020-10-12 00:00:00,40000,260,19928,17982,19099,124,4000.0,126.0,265,260,353,302,18681,110.5,9550,18201,355,3390.0,6150.0,22350,8445.0,20070,285
2020-10-19 00:00:00,39500,260,19716,17973,19062,121,4000.0,124.0,266,260,353,301,18466,106.0,9550,18148,355,3390.0,6150.0,22350,8445.0,20070,286
2020-10-26 00:00:00,39500,264,19708,18031,18857,119,4000.0,126.0,270,262,353,301,18526,103.5,9550,18044,359,3390.0,6150.0,22350,8445.0,20063,290
2020-11-02 00:00:00,39500,265,19823,18089,18906,116,4000.0,125.0,272,264,353,303,18742,100.5,9550,18080,359,3390.0,6150.0,22350,8445.0,20215,292
2020-11-09 00:00:00,39500,269,20125,18438,19351,118,4050.0,128.0,277,266,360,308,19029,102.5,9550,18508,370,3445.0,6650.0,23100,8445.0,20562,296
2020-11-16 00:00:00,39500,281,20199,18723,19672,123,4050.0,132.0,291,280,375,325,19116,107.5,9550,18760,379,3445.0,6650.0,23100,8445.0,20650,310
2020-11-23 00:00:00,39500,303,20488,19062,20073,127,4050.0,135.0,310,300,395,335,19331,111.5,9550,19154,405,3445.0,6650.0,23100,8445.0,20966,330
2020-11-30 00:00:00,41500,322,21016,18927,20698,129,4050.0,137.0,320,315,430,340,19632,113.5,9550,19729,435,3445.0,6650.0,23100,8445.0,21348,350
2020-12-07 00:00:00,42500,330,21464,19187,21376,137,4050.0,147.0,340,320,440,380,20299,121.5,9550,20457,470,3440.0,6635.0,24600,8450.0,21786,360
2020-12-14 00:00:00,51000,372,22924,19772,22459,153,4050.0,157.0,380,365,485,390,21377,137.5,9550,21690,490,3440.0,6635.0,24600,8450.0,22629,400
